Layer,ID,Name,Full Address,City,State,ZIP,County,Type,Status,Phone,Email,DNR / License,Comments
Waiting List,Full Svc,Disch Car Sales of Franklin,"114 Rte 32, Franklin, CT, 06351",Franklin,CT,06351,New London,Full Svc,,8603834750,raydeptulskijr@yahoo.com,U8094,Population of Franklin in 2022 - 1892 - currently 1 sta in N Franklin
Waiting List,CERF now wants to be OBD Plus,"Glenville Shell - ON HOLD, underserved area, see notes","222 Glenville Rd, Greenwich, CT, 06831",Greenwich,CT,06831,Fairfield,CERF now wants to be OBD Plus,,(203) 531-9147,GLENTEXACO@AOL.COM,U7607,"3/13 - DD found site has 2 separate garages. Will have waiting & bathrooms one place and vehicle will be tested at the other. Will install viewing monitor so motorists can watch the test being performed. 3/15 - in an underserved area and all agree we would like a station in the area but due to them having 2 separate buildings DMV did not approve. At this time we are moving back to waiting list but will try to revisit the issue late spring, early summer."
Waiting List,"Full Service, CERF",Preferred Automotive Services,"16 Bridge St, Greenwich, CT, 06830",Greenwich,CT,06830,Fairfield,"Full Service, CERF",,2036220027,PREFERREDAUTOMOTIVE0@GMAIL.COM,R4780,
Waiting List,,Girard Mitibishi (now Nissan),"425 Gold Star Hwy / Rte 12, Groton, CT, 06340",Groton,CT,06340,New London,,,(860) 448-0050,,N0678,
Waiting List,OBD Plus,S & S Transmission,"460 Meridian St Ext, Groton, CT, 06340",Groton,CT,06340,New London,OBD Plus,,8604458104,snstransmissions@gmail.com,,they own Auto Hub as well
Waiting List,Full Service,Firestone - Hamden,"2300 Dixwell Ave, Hamden, CT, 06514",Hamden,CT,06514,New Haven,Full Service,,8606132901,,R6371,
Waiting List,Full Service/CERF,Rogers Repairs LLC,"379 Welton St, Hamden, CT, 06517",Hamden,CT,06517,New Haven,Full Service/CERF,,2037529948,rogersrepairllc@gmail.com,R6787,
Waiting List,,Kensington Family Auto Center,"1052 Farmington Ave, Kensington, CT, 06037",Kensington,CT,06037,Hartford,,,(860) 828-1276,,U7291,"2021 - remodeling, still intertesed for future consideration"
Waiting List,Full Service,Faris Auto Mall,"512 W Center St, Manchester, CT, 06040",Manchester,CT,06040,Hartford,Full Service,,8602665666,JAMES@FAMDEALER.COM,U8901,Very interested …..33 bays!!!
Waiting List,,"Protech Automotive, LLC","690 S Main Street, Middletown, CT, 06457",Middletown,CT,06457,Middlesex,,,(860) 343-000,,U7688,
Waiting List,,Untouchable Towing LLC,"170 N Main Street Suite B, Middletown, CT, 06457",Middletown,CT,06457,Middlesex,,,(860) 398-2867,untouchabletowing860@gmail.com,U8334,
Waiting List,CERF Only?,Victor Auto Body Works,"590 Washington St #594, Middletown, CT, 06457",Middletown,CT,06457,Middlesex,CERF Only?,,8603468800,kyle@victorautobodyworks.com; tyler@victorautobodyworks.com,U0020,
Waiting List,Full Service,258 Devon Auto LLC,"258 Bridgeport Ave, Milford, CT, 06460",Milford,CT,06460,New Haven,Full Service,,2033765445,branfordoffice@gmail.com,U8803,
Waiting List,OBD Plus,Car Central,"50 South Washington St, Milford, CT, 06460",Milford,CT,06460,New Haven,OBD Plus,,6032299040,info@carcentralauto.com,U9110,
Waiting List,Full Service,Wiz Sports & Imports,"825 Bridgeport Avenue, Milford, CT, 06460",Milford,CT,06460,New Haven,Full Service,,2033753800,t.thorndike@wizautos.com: Kyle@wizautos.com,U8885,(cont'd) spoke w/Kyle and explained the difference between test center and CERF and which of their locations is up for inclusion. She will forward certificaion info when her mechanics provide to her
Waiting List,"OBD or Full Svc, CERF",Precision Motor Works LLC,"604 Main St, Monroe, CT, 06468",Monroe,CT,06468,Fairfield,"OBD or Full Svc, CERF",,2039487111,precisionmotorwork@outlook.com,R8005,
Waiting List,OBD Plus,Elvis Auto,"28 Main St, Moosup, CT, 06354",Moosup,CT,06354,Windham,OBD Plus,,8602300701,elvisrodriguez1013@icloud.com,U8968,
Waiting List,Full Service,Sinclair Auto Palace,"11 Main St, Moosup, CT, 06354",Moosup,CT,06354,Windham,Full Service,,(860) 457-5547,aldreniasapllc@gmail.com,U8800,"still interersted, 4 bays"
Waiting List,,Moe's Auto,"850 Rubber Avenue, Naugatuck, CT, 06770",Naugatuck,CT,06770,New Haven,,,(203) 729 7206,,U7032,"2025 population 32,271"
Waiting List,"Full Service, CERF",SL Automotive,"592 Prospect St, Naugatuck, CT, 06770",Naugatuck,CT,06770,New Haven,"Full Service, CERF",,2032977938,slautomotiveenterprisellc@gmail.com,U9149,"unable to locate for site visit, waiting for sta to provide pics and more info | 7/30/2025 - JP contacted 8/7/25 - unable to locate for site visit, removed per JP 8/12 - added after station stated they were still interested and will send pictures"
Waiting List,,American Muffler & Brake - none in NB but list shows Wallingford - not the same/moved?,"770 West Main Street, New Britain, CT, 06053",New Britain,CT,06053,Hartford,,,(860) 505-0118,,,
Waiting List,Full Service,Auto One LLC,"1 Farmington Ave, New Britain, CT, 06053",New Britain,CT,06053,Hartford,Full Service,,8605050816,martyna@auto-one-ct.com,U8770,
Waiting List,,New Canan Auto Repair Inc,"35 Cross Street, New Canaan, CT, 06840",New Canaan,CT,06840,Fairfield,,,(203) 966-1121,,R6864,2022 - still interested
Waiting List,"Full Service, CERF",Arnold's Garage,"2 N Elm St, N Canaan, CT, 06018",N Canaan,CT,06018,Fairfield,"Full Service, CERF",,8608245802,arnoldstow@comcast.net,U1146,
Waiting List,OBD Plus,A&M Towing & Repair,"419 Quinnipiac Ave, New Haven, CT, 06513",New Haven,CT,06513,New Haven,OBD Plus,,2037455477,aandmtowingandrepair@gmail.com,U9025,
Waiting List,OBD Plus,Asset Auto,"1031 State St, New Haven, CT, 06511",New Haven,CT,06511,New Haven,OBD Plus,,4752346129,assetautogroup@icloud.com,U9069,
Waiting List,OBD Plus,Chets Auto Parts Inc,"87 Welton Street, New Haven, CT, 06511",New Haven,CT,06511,New Haven,OBD Plus,,(203) 915-6108 (203) 787-2277,peter@centralaa.com,J2503,"recycler on DNR listing | large pool of customers w/his dealership next door, has contract w/Federal govt in NE, spacious w/huge parking lot and bay area, functional monitor"
Waiting List,Full Service / CERF,Danny's Towing & Auto,"321 Forbes Ave, New Haven, CT, 06512",New Haven,CT,06512,New Haven,Full Service / CERF,,4753212248,dannystowing203@gmail.com,U9078,requested phots and advised to forward CERF docs
Waiting List,Full Service,Megill's Inc,"1390 Whalley Ave, New Haven, CT, 06515",New Haven,CT,06515,New Haven,Full Service,,2033872236,MEGILLSGARAGENH2@GMAIL.COM,U1295,"called to check on status, will send photos"
Waiting List,OBD Plus/VIN Only,Rick's Auto Center,"1545 State St, New Haven, CT, 06511",New Haven,CT,06511,New Haven,OBD Plus/VIN Only,,(303) 909-6531,ricku86@comcast.net,U9100,
Waiting List,OBD Plus,Goodyear Tire Auto Service,"527 Vauxhall Street, New London, CT, 06320",New London,CT,06320,New London,OBD Plus,,(860) 447-1745,gsr0639@goodyear.com,,9/29 - spoke w/Bryan Clark and asked him to hold off signing the contract until further notice 11/1 - advised Bryan did not have the authority to sign the site up for emissions testing as it must be a corporate decision
Waiting List,OBD Plus/CERF,Meineke,"665 Broad Street, New London, CT, 06320",New London,CT,06320,New London,OBD Plus/CERF,,8604456743,DWICK15490@AOL.COM,R7204,2/16/26 - emailed for status update
Waiting List,,Secor Subaru Inc,"501 Broad Street, New London, CT, 06320",New London,CT,06320,New London,,,(860) 442-2323,eweiss@secorauto.com,U2585,
Waiting List,Full Service,Art Collisions Corp,"83 Danbury Road, New Milford, CT, 06776",New Milford,CT,06776,Litchfield,Full Service,,8603553761,mike@andysautocoachworks.com,U8908,
Waiting List,Full Service,Envy Service Center,"5 Danbury rd Unit 5, New Milford, CT, 06776",New Milford,CT,06776,Litchfield,Full Service,,8603338176,Envyservicecenter@gmail.com,,
Waiting List,"OBD, CERF",Quizhpi Auto Sales,"16 Danbury Rd, New Milford, CT, 06776",New Milford,CT,06776,Litchfield,"OBD, CERF",,8607174161,quizhpiauto@gmail.com,U9218,
Waiting List,Full Service,New Milford Autobody,"26 Bridge St, New Milford, CT, 06776",New Milford,CT,06776,Litchfield,Full Service,,8603554230,newmilfordautobody@gmail.com,U8975,
Waiting List,Full Service,Dowler Garage see notes ?,"199 New Milford Tpke, New Preston, CT, 06777",New Preston,CT,06777,Litchfield,Full Service,,8608682719,mkdnyc@yahoo.com,,"Underserved area but most likely will not meet DMV requirements | waiting room area is very smaill & has no seating, window to inspection bay which is messy but can be cleared out, messy shop & office area, bathroom is dirty & cluttered w/broken door knob (probably willl not meet DMV standards)"
Waiting List,,Sugar Hill Service Center,"153 Sugar St., Newtown, CT, 06470",Newtown,CT,06470,Fairfield,,,(203) 426-8409,,U5723,"Population in 2023 - 1,879 Currently we have 1 station"
Waiting List,,Go Motors LLC,"184 Flanders Rd., Niantic, CT, 06357",Niantic,CT,06357,New London,,,(860) 839-2518,mary@gomotorsusa.com,U8738,"on the fence needs to discuss w/business partner, refused to allow photos, 1 mi from another test site"
Waiting List,OBD Plus,Grease Monkey #8114,"384 State St, North Haven, CT, 06473",North Haven,CT,06473,New Haven,OBD Plus,,2032489112,8114@fsaretail.com,,
Waiting List,CERF only,Safeline Tire and Auto Repair,"219 Main St., Norwalk, CT, 06851",Norwalk,CT,06851,Fairfield,CERF only,,(203) 845-8828,safelinetire@gmail.com,R5724,CERF ONLY
Waiting List,CERF only,Express Mechanic Service,"554 Main St, Oakville, CT, 06779",Oakville,CT,06779,New London,CERF only,,4752165091,DISCOUNTCARMECHANIC@GMAIL.COM,R7872,CERF ONLY
Waiting List,Full Service,Grossman Nissan,"295 Middlesex Tpke, Old Saybrook, CT, 06475",Old Saybrook,CT,06475,Middlesex,Full Service,,8605751219,lgrossman@grossmanautos.com,N2074,
Waiting List,OBD Plus,Meineke - Old Saybrook,"820 Boston Post Road, Old Saybrook, CT, 06475",Old Saybrook,CT,06475,Middlesex,OBD Plus,,(203) 650-8942,,U5925,
Waiting List,OBD Plus,Tapia Auto Care,"2 Center Rd, Old Saybrook, CT, 06475",Old Saybrook,CT,06475,Middlesex,OBD Plus,,8603885666,tapiaautocare@gmail.com,U8676,
Waiting List,OBD Plus,Pep Boys - Orange,"145 Boston Post Rd, Orange, CT, 06477",Orange,CT,06477,New Haven,OBD Plus,,2036846382,conrad_chan@pepboys.com,R7900,site visit done during implemenation
Waiting List,?,The Car Doctor,"3 Hayden Avenue, Plainville, CT, 06062",Plainville,CT,06062,Hartford,?,,8609474262,,U7828,will call back if still interested
Waiting List,Full Service / CERF,Route 10 Motors,"165 East St, Plainville, CT, 06062",Plainville,CT,06062,Hartford,Full Service / CERF,,8609855605,route10motors@gmail.com,U9084,will send photos
Waiting List,Full Service / CERF,Cargill Chevrolet Co Inc,"23 Livery Street, Putnam, CT, 06260",Putnam,CT,06260,Windham,Full Service / CERF,,8609286591,mlarcher@maverickmotorgroup.com,,previously in program
Waiting List,Full Service,DKC Auto Service - (see notes),"253 Kennedy Dr, Putnam, CT, 06260",Putnam,CT,06260,Windham,Full Service,,8609285100,coreycaissie7791@gmail.com,R7012,previously in program
Waiting List,Full Service,Auto Bon LLC,"89 Wolcott Road, Simsbury, CT, 06070",Simsbury,CT,06070,Hartford,Full Service,,(860) 651-9454,,U7603,
Waiting List,OBD Plus,Farmington Motor Sports,"1206 Queen St, Southington, CT, 06489",Southington,CT,06489,Middlesex,OBD Plus,,8607474551,service@farmingtonmotorsports.com,U9090,
Waiting List,VIN Only,Hemlock Hill RV Sales,"2123 Meriden Waterbury Tpke, Southington, CT, 06489",Southington,CT,06489,Middlesex,VIN Only,,8604262843,invoices@hhrvct.com,N2373,9/29/25 - VIN ONLY referred to Geoff for table availability
Waiting List,OBD Plus,Carvana,"13 John Fitch Blvd, South Windsor, CT, 06074",South Windsor,CT,06074,Hartford,OBD Plus,,4809304869,licensing@carvana.com,U9137,will be open to the public
Waiting List,CERF Only,Auto Medics,"207b East St, Stafford Springs, CT, 06076",Stafford Springs,CT,06076,Tolland,CERF Only,,8606840841,automedicst@gmail.com,R7509,
Waiting List,Full Svc/CERF,Honda of Stamford,"35 Magee Ave, Stamford, CT, 06902",Stamford,CT,06902,Fairfield,Full Svc/CERF,,2036200600,zleist@hondaofstamford.com,N2793,
Waiting List,OBD Plus,Hope Energy Services,"250 Hope St, Stamford, CT, 06906",Stamford,CT,06906,Fairfield,OBD Plus,,(914) 400-4117,hopeautorepairs@yahoo.com,?,"site in going thru transfer of ownership (see comments) | 6/26/26 - per email - Once the new ownership is finalized and the new DNR is issued, our plan is to begin the process to qualify as an emissions test center"
Waiting List,,M & J Automotive,"2661 Long Ridge Rd., Stamford, CT, 06903",Stamford,CT,06903,Fairfield,,,(203) 504 8877,mjautostamford@gmail.com,R7331,
Waiting List,OBD Plus,Meineke - Stamford,"967 East Main Street, Stamford, CT, 06902",Stamford,CT,06902,Fairfield,OBD Plus,,2039980805,,R6597,
Waiting List,,Riley Automobiles DBA Riley Car Care,"747 East Main Street, Stamford, CT, 06902",Stamford,CT,06902,Fairfield,,,(203) 391-7714,,U7316,
Waiting List,,Subaru Stamford,"198 Baxter Ave, Stamford, CT, 06902",Stamford,CT,06902,Fairfield,,,(203) 252-2131,bnalepa@suburustamford.com,N2461,
Waiting List,,High Ridge Shell,"899 High Ridge Road, Stamford, CT, 06905",Stamford,CT,06905,Fairfield,,,(203) 329-9947,,R7429,
Waiting List,Full Service / CERF,Maxis General Auto Repair,"740 Honeyspot Road, Stratford, CT, 06615",Stratford,CT,06615,Fairfield,Full Service / CERF,,2036852509,Donaldsteohens158545@gmail.com,U7738,
Waiting List,"OBD Plus, CERF",Shoreline Tire LLC,"1245 Stratford Ave, Stratford, CT, 06615",Stratford,CT,06615,Fairfield,"OBD Plus, CERF",,2032432685,mo51289@hotmail.com,R7899,
Waiting List,,Northwest Hills Chrysler Jeep LLC,"2033 East Main Street, Torrington, CT, 06790",Torrington,CT,06790,Litchfield,,,8604820700,,N2263,vm 1/28/23
Waiting List,,Thames River Motorcars LLC,"2090 Norwich-New London Tpke, Uncasville, CT, 06382",Uncasville,CT,06382,New London,,,(860) 367-0500,thamesrivermotorcars@gmail.com,U8621,"Population in 2023 -12,142 Currently we have 1 station"
Waiting List,Full Service,Firestone - Vernon,"327 Hartford Turnpike, Vernon, CT, 06066",Vernon,CT,06066,Tolland,Full Service,,(860) 613-2901,bbeaudoin@bfrc.com,R6360,
Waiting List,Full Service,Jiffy Lube #776,"111 Talcottville Road, Vernon, CT, 06066",Vernon,CT,06066,Tolland,Full Service,,(512) 769-5951,,R7102,
Waiting List,OBD Plus/CERT,Meineke - Vernon,"370A Hartford Tpke, Vernon, CT, 06066",Vernon,CT,06066,Tolland,OBD Plus/CERT,,8608710868,vernonmeineke@yahoo.com,R6140,
Waiting List,Full Service,Meineke,"1012 New Britain Ave, W Hartford, CT, 06110",W Hartford,CT,06110,Hartford,Full Service,,8604809206,jonavitable19@gmail.com,U7579,previously in program but decertifed
Waiting List,Full Service,Darrells Auto Sales & Service,"722 N Colony Road, Wallingford, CT, 06492",Wallingford,CT,06492,New Haven,Full Service,,(203) 626-9741,darrelltowing@yahoo.com,R7219,"older building, bathroom is dirty (pictures reflect it needs cleaning, new flooring and paint) the waiting area is tidy but small (only 1 couch for all to sit), 3 parking spaces, functional waiting room monitor"
Waiting List,"OBD Plus, CERF",Quality Used Cars LLC,"110 Pent Highway, Wallingford, CT, 06492",Wallingford,CT,06492,New Haven,"OBD Plus, CERF",,20326269747,peterqualityusedcars@gmail.com,U7673,
Waiting List,OBD Plus,Vertucci Automotive,"848 S Colony Rd, Wallingford, CT, 06492",Wallingford,CT,06492,New Haven,OBD Plus,,2032692323,joe@vertucciauto.com,U4898,10/20/25 - added to CERF list | 10/16/24 - advised to send a photo of each of the areas we request
Waiting List,OBD Plus,Wallingford Auto Center,"283 S Colony Rd, Wallingford, CT, 06492",Wallingford,CT,06492,New Haven,OBD Plus,,2022659330,wallingfordautos@gmail.com,U8428,
Waiting List,OBD Plus,Carfast Auto Center,"434 Congress Ave, Waterbury, CT, 06708",Waterbury,CT,06708,New Haven,OBD Plus,,2034905685,carfastautocenter@gmail.com,U9023,
Waiting List,"OBD Plus, VIN or CERF",Jerrys Auto Care Cen,"628 Lakewood Rd, Waterbury, CT, 06704",Waterbury,CT,06704,New Haven,"OBD Plus, VIN or CERF",,4752352822,info@jerrysautocarecenter.com,U9217,persistent caller
Waiting List,"OBD Plus, CERF",Meineke Car Care Center,"1012 New Britain Ave, West Hartford, CT, 06110",West Hartford,CT,06110,Hartford,"OBD Plus, CERF",,8604809206,jonavitable19@gmail.com,U7579,
Waiting List,Full Service & CERF,Prospect Foreign Auto,"595 Prospect Avenue, West Hartford, CT, 06105",West Hartford,CT,06105,Hartford,Full Service & CERF,,8602326132,prospectforeignauto@gmail.com,U9240,
Waiting List,Full Service & CERF,Anderson Auto Corp,"449 Derby Ave, West Haven, CT, 06516",West Haven,CT,06516,New Haven,Full Service & CERF,,2033871272,VIC@ANDERSONAUTOCT.COM,U9166,
Waiting List,OBD Plus,Take 5 Oil Change,"1083 Orange Ave, West Haven, CT, 06516",West Haven,CT,06516,New Haven,OBD Plus,,2038240299,frank@faulkner-take5.com,,
Waiting List,,Superior Auto,"779 Boston Post Road, Westbrook, CT, 06498",Westbrook,CT,06498,Middlesex,,,(860) 399-9999,superiorautowb@gmail.com,R5636,"Population 2,317, we have 1 station"
Waiting List,Full Service,Jiffy Lube,"1761 Berlin Turnpike, Wethersfield, CT, 06109",Wethersfield,CT,06109,Hartford,Full Service,,(512) 769-5951,,R7103,
Waiting List,,Performance Motor Cars,"1039 Danbury Road, Wilton, CT, 06897",Wilton,CT,06897,Fairfield,,,(203) 587-1777,,U8616,
Waiting List,"OBD plus, CERF",J&D Windsor Garage,"33 Palisado Ave, Windsor, CT, 06095",Windsor,CT,06095,Hartford,"OBD plus, CERF",,8602189783,jdwindsorgarage@gmail.com,R7620,advised to send photos & CERF docs
Waiting List,OBD Plus,Fran's Automotive,"392 Wolcott Rd, Wolcott, CT, 06716",Wolcott,CT,06716,New Haven,OBD Plus,,(203) 879-2162,fransautomotive@live.com,,
